ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),State_Name
A-3155578,2,28.00989,-81.86545,Lakeland,Polk,FL,84,84,70,29.78,10,0,0,Florida
A-788026,2,35.248566,-82.208565,Columbus,Polk,NC,73,73,78,28.91,10,0,0,North Carolina
A-1195892,2,35.893452,-78.512871,Wake Forest,Wake,NC,84,84,70,29.59,10,3,0,North Carolina
A-3263468,2,28.5058,-81.421977,Orlando,Orange,FL,89,89,48,29.88,10,6,0,Florida
A-876097,2,34.660053,-86.483749,Owens Cross Roads,Madison,AL,54,54,94,29.22,3,9,0.08,Alabama
A-730019,3,42.627708,-73.700638,East Greenbush,Rensselaer,NY,59,59,96,29.65,10,3,0,New York
A-512684,2,27.51729,-82.563187,Palmetto,Manatee,FL,78,78,64,29.98,10,8,0,Florida
A-601536,2,26.59201,-80.06926,Lake Worth,Palm Beach,FL,79,79,90,29.95,10,0,0,Florida
A-800457,2,35.42086,-97.476967,Oklahoma City,Oklahoma,OK,93,93,43,28.56,10,10,0,Oklahoma
A-3871667,2,43.4211,-123.32133,Oakland,Douglas,OR,80,80,43,29.35,10,0,0,Oregon
A-1152208,2,32.970669,-80.011787,Goose Creek,Berkeley,SC,67,67,73,30,10,12,0,South Carolina
A-1325484,2,33.76001,-117.831161,Santa Ana,Orange,CA,76,76,56,29.85,10,8,0,California
A-3505296,2,43.61398,-116.26274,Boise,Ada,ID,45,45,93,26.88,5,3,0.08,Idaho
A-3637117,2,38.16005,-85.83269,Louisville,Jefferson,KY,46,40,62,29.51,10,14,0,Kentucky
A-936791,2,34.60577,-82.11174,Gray Court,Laurens,SC,61,61,100,28.86,10,8,0.12,South Carolina
A-1789913,3,41.592754,-93.736351,West des Moines,Polk,IA,32,28.7,92,29.9,7,3.5,0,Iowa
A-3793804,2,32.759412,-117.204066,San Diego,San Diego,CA,60,60,90,29.96,9,0,0,California
A-3480373,2,38.94963,-76.71755,Bowie,Prince George's,MD,56,56,69,29.59,10,6,0,Maryland
A-557429,2,33.457546,-86.948784,Birmingham,Jefferson,AL,49,45,56,29.6,10,8,0,Alabama
A-3590218,2,41.1654,-112.02604,Roy,Weber,UT,43,38,70,25.64,10,8,0,Utah
A-998830,2,33.284988,-111.634842,Mesa,Maricopa,AZ,54,54,88,28.57,10,5,0,Arizona
A-666435,3,37.700405,-122.471359,Daly City,San Mateo,CA,67,67,47,30.07,9,3,0,California
A-3171842,2,34.608131,-82.523633,Williamston,Anderson,SC,70,70,46,29.01,10,6,0,South Carolina
A-627006,2,39.082905,-76.948311,Silver Spring,Montgomery,MD,55,55,94,29.95,10,0,0,Maryland
A-3193094,2,35.74592,-78.59324,Raleigh,Wake,NC,35,29,96,29.39,8,7,0,North Carolina
A-3576394,2,34.034417,-118.369864,Los Angeles,Los Angeles,CA,60,60,80,29.65,10,6,0,California
A-3368731,2,34.057981,-118.446963,Los Angeles,Los Angeles,CA,55,55,80,30.03,10,0,0,California
A-1142170,2,25.687759,-80.390961,Miami,Miami-Dade,FL,74,74,71,30.11,10,5,0,Florida
A-583284,2,42.56366,-70.924026,Danvers,Essex,MA,58,58,75,30.26,10,15,0,Massachusetts
A-1113872,3,38.482452,-78.813049,Rockingham,Rockingham,VA,37,37,68,28.82,10,3,0,Virginia
A-3531036,2,37.65863,-77.63271,Henrico,Henrico,VA,84,84,56,29.74,10,14,0,Virginia
A-753830,2,30.454063,-88.84301,Biloxi,Jackson,MS,74,74,99,29.87,10,6,0,Mississippi
A-3114790,2,44.138902,-93.249508,Medford,Steele,MN,-6,-26,77,28.63,10,14,0,Minnesota
A-1401640,2,35.285,-120.665939,San Luis Obispo,San Luis Obispo,CA,61,61,72,29.72,10,16,0,California
A-3566118,2,44.9502,-93.00501,Saint Paul,Ramsey,MN,74,74,48,29.11,10,0,0,Minnesota
A-3816836,3,42.23707,-88.14862,North Barrington,Lake,IL,48,48,61,29.58,10,0,0,Illinois
A-3336280,2,33.920685,-117.431756,Riverside,Riverside,CA,52,52,57,29.17,10,0,0,California
A-3517579,2,33.9499,-118.17056,South Gate,Los Angeles,CA,65,65,81,29.73,10,0,0,California
A-1203448,3,38.071838,-112.688782,Paragonah,Iron,UT,79,79,14,24.32,10,13,0,Utah
A-3771922,2,34.035315,-118.025296,Whittier,Los Angeles,CA,63,63,67,30.07,10,5,0,California
A-3546921,2,33.73259,-84.39195,Atlanta,Fulton,GA,83,83,53,29.06,10,8,0,Georgia
A-4224683,2,37.668337,-122.393805,South San Francisco,San Mateo,CA,67,67,61,29.99,10,14,0,California
A-3144877,2,32.843691,-83.62402,Macon,Macon-Bibb County,GA,65,65,14,29.82,10,8,0,Georgia
A-3642138,2,43.68041,-93.59368,Alden,Freeborn,MN,21,21,74,28.76,10,3,0,Minnesota
A-1356726,2,47.662079,-122.348602,Seattle,King,WA,67,67,52,30.07,10,6,0,Washington
A-2997332,2,39.239226,-76.837745,Columbia,Howard,MD,46,46,93,30.01,10,0,0,Maryland
A-1045895,2,34.95092,-118.29174,Rosamond,Kern,CA,83,83,14,27.43,10,0,0,California
A-796976,2,25.784397,-80.288414,Miami,Miami-Dade,FL,84,84,76,30.01,10,0,0,Florida
A-1130026,3,25.910158,-80.210365,Miami,Miami-Dade,FL,58,58,84,29.91,10,12,0,Florida
A-3636712,4,40.75974,-73.95789,New York,New York,NY,54,54,97,29.78,1,10,0.09,New York
A-1000832,2,29.592051,-98.597321,San Antonio,Bexar,TX,61,61,82,28.59,10,0,0,Texas
A-1215340,2,30.419226,-91.071808,Baton Rouge,East Baton Rouge,LA,81,81,74,29.95,8,0,0,Louisiana
A-936728,2,27.338144,-82.452477,Sarasota,Sarasota,FL,75,75,94,29.79,10,24,0,Florida
A-3522697,2,37.93283,-122.323822,Richmond,Contra Costa,CA,64,64,70,29.68,10,16,0,California
A-1411021,2,33.246651,-117.242973,Vista,San Diego,CA,61,61,78,29.54,10,7,0,California
A-520326,2,40.630013,-111.863762,Midvale,Salt Lake,UT,30,22,61,26.06,10,8,0,Utah
A-2989641,2,33.683749,-112.114073,Phoenix,Maricopa,AZ,70,70,23,28.23,10,7,0,Arizona
A-789400,2,40.860817,-73.828423,Bronx,Bronx,NY,80,80,58,29.81,10,12,0,New York
A-3468889,2,34.06783,-117.40317,Bloomington,San Bernardino,CA,61,61,87,29.07,6,3,0,California
A-3296175,2,38.844133,-94.829581,Olathe,Johnson,KS,39,32,73,28.73,10,12,0,Kansas
A-3810259,2,41.13899,-111.83543,Morgan,Morgan,UT,52,52,38,25.03,10,12,0,Utah
A-3693481,2,42.9634,-71.41469,Manchester,Hillsborough,NH,27,15,58,29.54,10,15,0,New Hampshire
A-1174768,2,32.820068,-96.691742,Dallas,Dallas,TX,79,79,84,29.42,10,9,0,Texas
A-1244996,3,32.924831,-96.793747,Dallas,Dallas,TX,97,97,37,29.26,10,10,0,Texas
A-3713499,2,39.92169,-74.94755,Mount Laurel,Burlington,NJ,42,39,43,29.99,10,5,0,New Jersey
A-4168824,3,34.13881,-118.71879,Agoura Hills,Los Angeles,CA,57,57,39,29.25,10,0,0,California
A-3060454,2,42.985025,-85.667201,Grand Rapids,Kent,MI,40,33,77,29.07,10,13,0,Michigan
A-3846189,2,40.71816,-111.89309,Salt Lake City,Salt Lake,UT,48,45,50,25.47,10,7,0,Utah
A-1224815,2,40.55983,-89.64241,Pekin,Tazewell,IL,78,78,81,29.29,10,3,0,Illinois
A-1005778,2,30.567591,-87.640602,Robertsdale,Baldwin,AL,66,66,96,30.01,7,6,0,Alabama
A-2965623,2,41.497784,-95.402838,Shelby,Pottawattamie,IA,34,25,100,28.76,10,12,0,Iowa
A-1035509,3,40.619545,-74.02346,Brooklyn,Kings,NY,45,41,48,30.1,7,7,0,New York
A-3241125,2,34.172007,-118.471464,Encino,Los Angeles,CA,70,70,36,29.19,10,10,0,California
A-3183072,2,26.546262,-81.853644,Fort Myers,Lee,FL,77,77,62,30.21,10,15,0,Florida
A-1032372,2,40.164639,-75.286293,Blue Bell,Montgomery,PA,21,21,70,30.21,10,3,0,Pennsylvania
A-1065059,2,30.588881,-91.16552,Baker,East Baton Rouge,LA,52,52,86,29.99,10,7,0,Louisiana
A-3183993,2,48.889685,-122.592862,Ferndale,Whatcom,WA,34,34,100,29.57,2,3,0.02,Washington
A-3486971,2,37.78173,-122.397252,San Francisco,San Francisco,CA,60,60,67,29.95,10,13,0,California
A-3116935,2,38.209387,-122.148624,Fairfield,Solano,CA,75,75,33,29.97,10,8,0,California
A-1193091,2,40.019039,-75.671143,Downingtown,Chester,PA,72,72,64,29.39,10,7,0,Pennsylvania
A-1491537,2,35.776852,-78.63665,Raleigh,Wake,NC,71,71,61,29.43,10,0,0,North Carolina
A-3714879,3,40.64162,-74.03045,Brooklyn,Kings,NY,39,34,96,29.55,6,7,0.02,New York
A-3703853,2,34.171243,-118.518511,Encino,Los Angeles,CA,73,73,24,29.32,10,7,0,California
A-870644,2,33.092186,-80.031235,Moncks Corner,Berkeley,SC,52,52,67,29.9,5,0,0,South Carolina
A-588715,2,39.941669,-75.27282,Lansdowne,Delaware,PA,40,30,53,29.87,10,20,0,Pennsylvania
A-3478914,2,39.73484,-105.01517,Denver,Denver,CO,73,73,14,24.31,10,17,0,Colorado
A-928199,2,34.136398,-117.542549,Rancho Cucamonga,San Bernardino,CA,83,83,14,29.09,10,7,0,California
A-832061,2,37.341991,-113.274803,Hurricane,Washington,UT,45,40,93,26.8,7,9,0.13,Utah
A-1259897,2,33.526169,-80.889305,Orangeburg,Orangeburg,SC,79,79,77,29.7,10,0,0,South Carolina
A-885424,2,44.784302,-93.599953,Chaska,Carver,MN,10,-5,58,29.21,10,13,0,Minnesota
A-3535740,2,40.02663,-75.23152,Bala Cynwyd,Montgomery,PA,57,57,73,29.7,10,0,0,Pennsylvania
A-3594548,2,39.93162,-74.95263,Mount Laurel,Burlington,NJ,45,41,93,29.94,2,8,0.01,New Jersey
A-3850033,2,33.808882,-117.867059,Orange,Orange,CA,74,74,43,29.74,10,7,0,California
A-2908922,3,39.93842,-86.34556,Zionsville,Boone,IN,45,37.4,94,29.75,10,18.4,0.01,Indiana
A-3249155,2,40.585698,-73.931392,Brooklyn,Kings,NY,26,26,58,29.96,10,3,0,New York
A-1365963,2,41.030357,-73.743752,West Harrison,Westchester,NY,75,75,90,29.05,1,3,0,New York
A-1334409,3,38.686565,-90.354248,Saint Louis,St. Louis County,MO,77,77,39,29.44,10,9,0,Missouri
A-913902,2,30.33604,-97.693169,Austin,Travis,TX,44,44,82,29.47,10,0,0,Texas
A-1189275,3,32.938328,-111.700829,Casa Grande,Pinal,AZ,66,66,68,28.22,10,0,0,Arizona
A-662233,2,32.834743,-96.822784,Dallas,Dallas,TX,50,50,86,29.59,6,8,0.01,Texas
A-761014,2,32.296932,-86.19651,Montgomery,Montgomery,AL,68,68,94,29.89,10,0,0,Alabama
A-809350,3,47.644039,-122.304581,Seattle,King,WA,53,53,74,29.95,10,7,0,Washington
A-3424046,2,30.433212,-81.72782,Jacksonville,Duval,FL,49,45,74,30.38,10,9,0,Florida
A-1178665,2,30.479759,-91.117561,Baton Rouge,East Baton Rouge,LA,90,90,45,29.95,10,7,0,Louisiana
A-534792,2,38.757019,-120.57505,Pollock Pines,El Dorado,CA,39,39,87,27.5,10,3,0,California
A-1179982,2,38.872231,-77.043129,Arlington,Arlington,VA,77,77,42,29.92,10,15,0,Virginia
A-732072,2,33.750389,-78.868698,Myrtle Beach,Horry,SC,77,77,84,29.92,10,0,0,South Carolina
A-3689807,2,34.054356,-118.004333,La Puente,Los Angeles,CA,57,57,64,29.94,10,3,0,California
A-584128,3,38.665405,-90.360283,Saint Louis,St. Louis County,MO,53,53,69,29.56,10,0,0,Missouri
A-3247837,2,40.730012,-85.424215,Warren,Huntington,IN,39,39,88,28.99,10,0,0,Indiana
A-3868939,2,42.46493,-123.32363,Grants Pass,Josephine,OR,62,62,70,26.15,10,9,0,Oregon
A-3764390,2,33.673496,-117.886061,Costa Mesa,Orange,CA,59,59,87,29.98,10,0,0,California
A-852398,4,29.868135,-98.791145,Boerne,Kendall,TX,66,66,100,28.55,2,7,0,Texas
A-3758023,2,45.62812,-95.95627,Morris,Stevens,MN,16,-3,86,28.41,10,25,0,Minnesota
A-3199641,2,37.71571,-79.446269,Glasgow,Rockbridge,VA,70,70,41,29.18,10,0,0,Virginia
A-647747,2,33.19091,-79.937988,Moncks Corner,Berkeley,SC,68,68,100,29.9,7,0,0,South Carolina
A-3749518,2,38.090842,-122.227589,Vallejo,Solano,CA,44,44,93,29.81,10,3,0,California
A-1223315,3,25.870701,-80.208214,Miami,Miami-Dade,FL,92,92,59,30.07,10,9,0,Florida
A-594713,2,37.825745,-122.303604,Oakland,Alameda,CA,63,63,81,29.7,10,3,0,California
A-1050807,2,45.514511,-122.794769,Portland,Washington,OR,37,37,82,30.18,10,3,0,Oregon
A-2969988,2,27.834523,-82.349917,Gibsonton,Hillsborough,FL,79,79,83,29.96,5,3,0.1,Florida
A-1711720,2,40.931385,-73.856506,Yonkers,Westchester,NY,43,36.4,93,29.94,1.5,12.7,0.02,New York
A-3083362,2,39.408785,-111.562632,Mount Pleasant,Sanpete,UT,35,26,54,24.07,10,14,0,Utah
A-1123544,2,38.90844,-84.536407,Independence,Kenton,KY,30,22,75,29.23,10,8,0,Kentucky
A-3636233,2,33.98073,-117.36909,Riverside,Riverside,CA,56,56,84,29.16,10,6,0,California
A-3182212,2,37.52139,-77.427372,Richmond,Richmond City,VA,42,37,76,30.02,10,9,0,Virginia
A-3028596,2,25.780844,-80.199885,Miami,Miami-Dade,FL,82,82,79,29.98,10,8,0,Florida
A-3385945,2,30.488921,-85.417528,Fountain,Bay,FL,62,62,72,30.12,10,10,0,Florida
A-805530,2,38.039219,-120.217659,Twain Harte,Tuolumne,CA,57,57,67,27.85,9,0,0,California
A-3825769,2,33.86471,-118.19808,Long Beach,Los Angeles,CA,69,69,5,30.06,5,18,0,California
A-1247745,2,41.167404,-112.026031,Roy,Weber,UT,87,87,22,25.55,10,0,0,Utah
A-621211,2,35.113152,-89.896172,Memphis,Shelby,TN,60,60,90,29.48,10,13,0,Tennessee
A-2998344,2,33.02399,-96.710103,Plano,Collin,TX,63,63,83,29.52,10,12,0,Texas
A-1481192,2,27.937609,-82.121178,Plant City,Hillsborough,FL,73,73,88,29.59,10,13,0,Florida
A-3820822,2,43.98655,-93.2549,Owatonna,Steele,MN,36,30,75,28.44,10,7,0,Minnesota
A-3754392,2,43.11911,-124.40843,Bandon,Coos,OR,47,44,90,30.22,10,6,0,Oregon
A-2965247,2,40.275,-76.871229,Harrisburg,Dauphin,PA,66,66,78,29.59,10,6,0,Pennsylvania
A-3485788,3,38.52082,-77.37059,Quantico,Prince William,VA,49,44,44,30.13,10,13,0,Virginia
A-825383,3,26.133738,-80.393745,Fort Lauderdale,Broward,FL,74,74,64,30.25,10,15,0,Florida
A-1380835,3,39.819389,-84.189224,Dayton,Montgomery,OH,73,73,73,29.14,10,7,0,Ohio
A-3334431,2,40.0096,-75.623156,West Chester,Chester,PA,48,48,82,29.48,8,3,0,Pennsylvania
A-3542460,1,45.55079,-122.66672,Portland,Multnomah,OR,63,63,87,30.09,10,8,0,Oregon
A-690993,2,27.493607,-82.484863,Bradenton,Manatee,FL,91,91,59,30.05,10,8,0,Florida
A-3671711,2,29.77047,-81.35549,Saint Augustine,St. Johns,FL,66,66,73,30.07,10,7,0,Florida
A-1250965,3,37.597694,-77.491974,Richmond,Henrico,VA,74,74,71,29.75,10,6,0,Virginia
A-1213605,2,36.663479,-119.663902,Fowler,Fresno,CA,76,76,37,29.72,10,8,0,California
A-1077599,2,29.713984,-95.604691,Houston,Harris,TX,81,81,44,29.93,10,14,0,Texas
A-591115,3,33.845921,-84.247169,Tucker,DeKalb,GA,47,45,74,29.23,10,5,0,Georgia
A-3566570,2,37.380493,-121.959021,Santa Clara,Santa Clara,CA,58,58,78,29.88,10,6,0,California
A-3718881,2,33.82255,-117.87628,Anaheim,Orange,CA,70,70,46,29.85,5,5,0,California
A-744304,3,33.578533,-117.180779,Murrieta,Riverside,CA,100,100,22,28.31,10,12,0,California
A-3081117,2,33.699263,-84.57697,Atlanta,Fulton,GA,84,84,69,29.15,10,5,0,Georgia
A-3782902,2,37.29049,-121.871134,San Jose,Santa Clara,CA,54,54,80,30,10,15,0,California
A-598889,2,34.721561,-81.587624,Union,Union,SC,70,70,100,29.39,5,3,0,South Carolina
A-2969804,2,36.0339,-86.783419,Brentwood,Williamson,TN,49,49,66,29.44,9,3,0,Tennessee
A-671222,3,39.974571,-82.986443,Columbus,Franklin,OH,73,73,84,29.03,10,6,0,Ohio
A-2999461,2,35.260463,-80.875863,Charlotte,Mecklenburg,NC,42,42,82,29.38,10,0,0,North Carolina
A-1419883,2,37.78281,-121.212662,Manteca,San Joaquin,CA,53,53,89,29.89,10,7,0.01,California
A-3246933,2,34.858439,-118.166412,Rosamond,Kern,CA,40,34,47,27.53,10,8,0,California
A-3149693,2,44.970592,-93.346077,Minneapolis,Hennepin,MN,21,21,85,29.38,9,3,0,Minnesota
A-866745,2,33.523979,-112.129921,Phoenix,Maricopa,AZ,65,65,43,28.79,10,0,0,Arizona
A-1047768,3,32.789139,-96.763206,Dallas,Dallas,TX,88,88,43,29.26,10,16,0,Texas
A-880033,3,42.366711,-83.057549,Detroit,Wayne,MI,39,33,45,29.36,10,8,0,Michigan
A-980421,2,33.683819,-112.117393,Phoenix,Maricopa,AZ,61,61,34,28.25,10,9,0,Arizona
A-3341785,2,44.986127,-93.28857,Minneapolis,Hennepin,MN,23,15,88,28.86,5,7,0,Minnesota
A-1014864,3,39.90321,-75.112869,Camden,Camden,NJ,37,37,34,30.66,10,0,0,New Jersey
A-759924,2,46.937569,-123.670799,Montesano,Grays Harbor,WA,57,57,67,30.23,10,5,0,Washington
A-3252471,2,42.424669,-123.277358,Grants Pass,Josephine,OR,41,33,96,26.02,0.25,15,0.01,Oregon
A-814352,2,33.853111,-78.686607,Little River,Horry,SC,76,76,64,30.08,10,9,0,South Carolina
A-3370163,2,39.615422,-77.791367,Williamsport,Washington,MD,59,59,69,29.12,10,6,0,Maryland
A-3086458,2,41.012933,-76.867535,West Milton,Union,PA,41,35,38,29.38,10,9,0,Pennsylvania
A-3660912,2,40.22617,-79.60933,New Stanton,Westmoreland,PA,41,41,100,28.74,10,0,0,Pennsylvania
A-1019501,2,33.37767,-112.133789,Phoenix,Maricopa,AZ,49,46,80,28.97,10,7,0,Arizona
A-1461031,2,44.891598,-93.443436,Hopkins,Hennepin,MN,52,52,43,28.97,10,10,0,Minnesota
A-1205011,3,41.762192,-87.867462,La Grange,Cook,IL,71,71,75,29.51,10,0,0,Illinois
A-3439203,2,27.383454,-82.447083,Sarasota,Sarasota,FL,69,69,81,30.07,10,3,0,Florida
A-1028142,3,33.741459,-84.417671,Atlanta,Fulton,GA,43,36,37,29.12,10,15,0,Georgia
A-984533,2,34.938358,-82.066658,Spartanburg,Spartanburg,SC,61,61,59,29.37,10,0,0,South Carolina
A-3101394,2,30.453151,-91.166066,Baton Rouge,East Baton Rouge,LA,55,55,93,30.08,10,6,0,Louisiana
A-3163795,2,36.120019,-86.765794,Nashville,Davidson,TN,57,57,45,29.4,10,7,0,Tennessee
A-530447,2,35.13633,-80.888481,Charlotte,Mecklenburg,NC,37,33,96,29.08,5,5,0.07,North Carolina
A-3430186,2,32.778688,-96.873894,Dallas,Dallas,TX,84,84,51,29.4,10,6,0,Texas
A-1760976,2,33.142708,-86.604813,Columbiana,Shelby,AL,37.9,33.5,97,30.22,4,5.8,0.07,Alabama
A-3348858,2,25.596094,-80.35535,Miami,Miami-Dade,FL,71,71,100,29.99,10,3,0,Florida
A-1483747,2,39.307758,-120.136787,Truckee,Placer,CA,45,41,61,24.27,10,7,0,California
A-1256813,2,40.54723,-89.328201,Mackinaw,Tazewell,IL,82,82,69,29.33,10,6,0,Illinois
A-3378176,2,40.718861,-73.580471,Uniondale,Nassau,NY,48,42,50,30.35,10,16,0,New York
A-1420324,3,41.825966,-71.514992,Johnston,Providence,RI,54,54,55,29.66,10,16,0,Rhode Island
A-657815,2,39.846222,-75.766212,Avondale,Chester,PA,59,59,100,29.49,0,0,0,Pennsylvania
A-527530,2,32.266369,-86.607948,Lowndesboro,Lowndes,AL,26,26,88,30.18,5,3,0,Alabama
A-2991481,2,28.072867,-82.738809,Palm Harbor,Pinellas,FL,46,41,54,30.24,10,12,0,Florida
A-3692784,2,45.58672,-118.62265,Pendleton,Umatilla,OR,36,29,62,28.59,10,9,0,Oregon
A-658203,2,35.689308,-78.581947,Garner,Wake,NC,75,75,71,29.64,10,0,0,North Carolina
A-526800,2,35.684898,-78.749458,Apex,Wake,NC,38,38,65,29.95,10,0,0,North Carolina
A-3550799,2,35.22863,-80.82996,Charlotte,Mecklenburg,NC,80,80,38,29.4,10,8,0,North Carolina
A-645664,2,30.11562,-82.66053,Lake City,Columbia,FL,68,68,100,29.86,0,0,0,Florida
A-3144409,2,32.253348,-110.894582,Tucson,Pima,AZ,73,73,31,27.24,10,8,0,Arizona
A-670115,2,30.37615,-97.654373,Austin,Travis,TX,45,45,81,29.64,7,3,0,Texas
A-2992163,2,25.610925,-80.363281,Miami,Miami-Dade,FL,82,82,90,29.93,10,5,0,Florida
A-3621473,2,37.52321,-77.4517,Richmond,Richmond City,VA,67,67,57,29.8,10,8,0,Virginia
A-822831,3,42.869682,-71.340942,Londonderry,Rockingham,NH,72,72,12,29.84,10,10,0,New Hampshire
A-4180875,3,43.0689,-88.47702,Oconomowoc,Waukesha,WI,44,39,58,29.37,10,10,0,Wisconsin
A-4169164,2,45.013191,-93.282399,Minneapolis,Hennepin,MN,30,16,82,28.86,1,24,0,Minnesota
A-875493,3,33.879215,-84.272705,Atlanta,DeKalb,GA,51,51,100,28.9,5,3,0,Georgia
A-644548,2,37.621441,-122.077301,Hayward,Alameda,CA,64,64,58,30.03,10,6,0,California
A-3397625,2,34.000708,-118.280798,Los Angeles,Los Angeles,CA,56,56,80,29.9,6,3,0,California
A-3473037,2,34.025743,-118.240186,Los Angeles,Los Angeles,CA,74,74,48,29.78,10,6,0,California
A-763964,2,38.998711,-122.0886,Arbuckle,Colusa,CA,73,73,31,30,10,6,0,California
A-920272,2,30.420729,-97.704887,Austin,Travis,TX,55,55,93,29.19,2,8,0,Texas
A-2999855,2,36.556815,-80.906631,Lowgap,Surry,NC,44,36,60,27.02,10,21,0,North Carolina
A-686617,2,34.91684,-82.429169,Greenville,Greenville,SC,87,87,53,28.81,10,5,0,South Carolina
A-747693,2,33.958851,-81.10952,West Columbia,Lexington,SC,78,78,81,29.59,10,3,0,South Carolina
A-3804957,2,37.852397,-122.029072,Alamo,Contra Costa,CA,78,78,24,29.95,10,6,0,California
A-3506635,2,35.13845,-85.24779,Hixson,Hamilton,TN,73,73,57,29.27,10,5,0,Tennessee
A-561827,2,35.478691,-97.556648,Oklahoma City,Oklahoma,OK,62,62,67,28.77,10,15,0,Oklahoma
A-994675,2,39.63158,-84.204292,Dayton,Montgomery,OH,36,28,67,28.75,10,12,0,Ohio
A-708602,2,38.66737,-120.919853,Shingle Springs,El Dorado,CA,82,82,30,27.31,10,3,0,California
A-3435648,2,27.447277,-82.530247,Bradenton,Manatee,FL,87,87,72,29.89,10,9,0,Florida
A-3114419,2,44.305144,-120.783849,Prineville,Crook,OR,53,53,80,26.93,7,3,0.04,Oregon
A-3724346,2,33.960128,-118.281097,Los Angeles,Los Angeles,CA,57,57,77,30.02,10,0,0,California
A-3560509,3,35.27656,-80.79352,Charlotte,Mecklenburg,NC,75,75,69,29.33,10,5,0,North Carolina
A-1268920,2,29.756189,-95.365463,Houston,Harris,TX,91,91,55,29.76,10,13,0,Texas
A-3208628,2,30.534189,-87.313983,Pensacola,Escambia,FL,67,67,66,30.11,10,12,0,Florida
A-3004673,2,39.652729,-121.404728,Berry Creek,Butte,CA,46,46,86,29.83,2,0,0,California
A-3578673,2,33.917334,-117.437588,Riverside,Riverside,CA,54,54,90,29.07,2,0,0.02,California
A-3631411,2,34.13368,-117.6784,Upland,San Bernardino,CA,51,51,86,29.05,5,6,0.06,California
A-3361833,2,34.19724,-79.768165,Florence,Florence,SC,47,43,63,30.31,10,9,0,South Carolina
A-1050844,2,37.663296,-122.105942,Hayward,Alameda,CA,54,54,26,29.92,10,0,0,California
A-3278627,2,43.862518,-95.240553,Windom,Cottonwood,MN,1,-16,66,28.67,10,13,0,Minnesota
A-867351,3,33.912098,-84.208755,Norcross,Gwinnett,GA,52,52,97,28.89,5,10,0.31,Georgia
A-3370045,2,25.714321,-80.417582,Miami,Miami-Dade,FL,87,87,65,30.07,10,9,0,Florida
A-1352055,2,41.160686,-112.023186,Roy,Weber,UT,81,81,21,25.6,10,7,0,Utah
A-616594,3,35.30011,-85.903008,Pelham,Grundy,TN,59,59,88,28.95,10,7,0,Tennessee
A-3235553,2,34.774596,-82.488197,Easley,Anderson,SC,52,52,88,29.39,10,0,0,South Carolina
A-591763,3,27.955948,-82.465881,Tampa,Hillsborough,FL,77,77,76,29.96,10,6,0.01,Florida
A-3651442,2,33.993369,-118.069134,Whittier,Los Angeles,CA,59,59,75,29.94,10,0,0,California
A-3095217,2,34.571909,-118.690623,Castaic,Los Angeles,CA,65,65,61,29.16,7,0,0,California
A-1456490,2,38.034031,-121.965561,Pittsburg,Contra Costa,CA,59,59,67,30.03,10,3,0,California
A-3277493,2,33.98759,-118.391686,Culver City,Los Angeles,CA,55,55,67,29.93,10,0,0,California
A-1040198,3,41.737183,-74.063354,New Paltz,Ulster,NY,69,69,70,30.01,10,6,0,New York
A-512416,2,38.910946,-77.421654,Herndon,Fairfax County,VA,50,50,66,29.82,10,15,0,Virginia
A-3088193,2,25.71509,-80.397018,Miami,Miami-Dade,FL,69,69,78,30.13,10,8,0,Florida
A-798952,2,35.235161,-89.895493,Memphis,Shelby,TN,81,81,84,29.63,10,6,0,Tennessee
A-3016351,2,40.293528,-75.404236,Harleysville,Montgomery,PA,59,59,81,29.93,10,0,0,Pennsylvania
A-1167442,3,38.221626,-85.506012,Louisville,Jefferson,KY,73,73,35,29.62,10,8,0,Kentucky
A-842067,3,39.010448,-77.150803,Bethesda,Montgomery,MD,42,37,92,30.32,2,8,0.08,Maryland
A-3061512,2,39.363784,-120.121926,Truckee,Nevada,CA,37,37,38,24.23,10,3,0,California
A-1178924,2,29.802414,-95.451324,Houston,Harris,TX,79,79,88,29.96,10,0,0,Texas
A-3574974,2,38.49603,-121.45128,Sacramento,Sacramento,CA,63,63,60,30.06,10,3,0,California
A-2477603,2,35.872932,-78.622246,Raleigh,Wake,NC,44.1,39.5,100,30.17,8,8.1,0,North Carolina
A-516241,3,35.051628,-111.683983,Flagstaff,Coconino,AZ,27,19,75,23.17,10,7,0,Arizona
A-3372155,2,34.960309,-82.072473,Wellford,Spartanburg,SC,50,50,52,28.94,10,14,0,South Carolina
A-1082382,3,30.341871,-91.724251,Breaux Bridge,St. Martin,LA,73,73,93,29.76,3,5,0,Louisiana
A-1098516,2,33.407581,-111.924721,Tempe,Maricopa,AZ,86,86,8,28.78,10,3,0,Arizona
A-1407921,2,35.997498,-86.599968,La Vergne,Rutherford,TN,51,51,86,29.4,10,3,0,Tennessee
A-3748841,2,36.04044,-83.43597,Dandridge,Jefferson,TN,54,54,80,28.94,10,6,0,Tennessee
A-3252268,2,33.673703,-117.755719,Irvine,Orange,CA,60,60,83,29.88,10,7,0,California
A-3134094,2,36.982915,-121.965956,Santa Cruz,Santa Cruz,CA,53,53,89,29.9,10,0,0,California
